Aishe Code,Name,State,Website
C-45042,ipcowala institute of engineering & technology dharmaj,Gujarat,https://www.ipcowaladharmaj.com
C-46286,"ishwarchand vidyasagar institute of technology, akbarpur, mathura.",Uttar Pradesh,https://www.ivsit.in
C-25920,isl engineering college,Telangana,https://www.https://islec.edu.in
C-46247,"i.t.s engineering college, greater noida",Uttar Pradesh,https://www.itsengg.edu.in
C-44591,"jai hind college of engineering, kuran, tal. junnar, dist. pune",Maharashtra,https://www.jaihind.edu.in/jcoe
C-62653,jain college of engineering and research  belagavi,Karnataka,https://www.jcer.in
C-1306,"jain college of engineering,  belgaum",Karnataka,https://www.jce.ac.in
C-49135,jainee college of engineering and technology,Tamil Nadu,https://jaineecollegeofengineering.org
C-45310,"jain institute of technology, davanagere",Karnataka,https://www.jitd.ac.in
C-49359,jai parkash mukand lal innovative engineering and technology institute,Haryana,https://www.jmieti.edu.in
C-25235,"jaipur engineering college,kukas,jaipur",Rajasthan,https://www.jeckukas.org.in
C-25107,"jaipur engineering college & research center,jaipur",Rajasthan,https://www.jecrcfoudnation.com
C-25220,"jaipur institute of technology group of institutions,jaipur",Rajasthan,https://www.jitjaipur.com
C-49357,jairupaa college of engineering,Tamil Nadu,https://www.jairupa.org
C-36950,jai shriram engineering college,Tamil Nadu,https://www.jayshriram.edu.in
C-6168,jalpaiguri govt. engineering college 101,West Bengal,https://www.jgec.ac.in
C-48268,jamal mohamed college of engineering,Tamil Nadu,https://agniasbex.ac.in
C-50940,jamia institute of technology,Maharashtra,https://jiemsakk.com
C-27605,jan nayak ch. devi lal memorial college of engineering,Haryana,https://jcdeng.edu.in
C-37021,jansons institute of technology,Tamil Nadu,https://jit.ac.in
C-43070,"javaharlal darda institute of engineering and technology, lohara,",Maharashtra,https://www.jdiet.ac.in
C-43332,"jawaharlal college of engineering & technology, mangalam",Kerala,https://www.jawaharlalcolleges.com
C-68122,jawaharlal institute of technology borawan m c a,Madhya Pradesh,https://www.jitb.co.in/
C-36236,"jawaharlal institute of technology, vidhya vihar, borwan, kasrwada, khargone-45122",Madhya Pradesh,https://www.jitechno.com
C-53483,"jawaharlal nehru govt.engineering college, mandi",Himachal Pradesh,https://www.jngec.ac.in
C-16594,jaya college of engineering and technology,Tamil Nadu,https://www.jcetech.ac.in
C-16577,jaya engineering college,Tamil Nadu,https://www.jec.ac.in
C-16494,jaya institute of technology,Tamil Nadu,https://www.jitcollege.edu.in
C-37056,jayalakshmi institute of technology,Tamil Nadu,https://www.jit.net.in
C-27085,jayamatha engineering college,Tamil Nadu,https://www.jayamatha.org
C-19643,jaya prakash narayan college of engineering,Telangana,https://jpnce.ac.in
C-74267,jayaprakash narayan engineering college,Telangana,https://jpnec.ac.in/
C-27080,jayaraj annapackiam csi college of engineering,Tamil Nadu,https://www.jacsicoe.in/
C-25011,jayaram college of engineering and technology,Tamil Nadu,https://www.jayaramcet.edu.in
C-16493,jaya sakthi engineering college,Tamil Nadu,https://www.sakthiec.edu.in
C-42056,"jayawant shikshan prasarak mandal's bhivarabai sawant institute of technology & research, gat no. 720-1&2, pune-nagar road, wagholi, tal. haveli pune 412 207.",Maharashtra,https://jspmbsiotr.edu.in
C-45236,"jay shri siddhivinayak foundationâs br harne college of engineering and technology, thane",Maharashtra,http://brharnetc.edu.in
C-41817,"jaywant shikshan prasarak mandals imperial college of engineering and research, gat no. 720 (1 and 2), pune nagar road, wagholi, pune  412 207.",Maharashtra,http://www.jspm.edu.in
C-41614,"jaywant shikshan prasarak mandal's rajarshi shahu college of engineering, mulashi, pune",Maharashtra,https://www.jspm.edu.in
C-19615,jb institute of engineering & technology,Telangana,https://www.jbiet.edu.in
C-21312,j.b. institute of technology,Uttarakhand,https://www.jbitdoon.edu.in
C-53710,jcrc institute of technology,Madhya Pradesh,https://www.shreejcrc.com
C-37055,jct college of engineering and technology,Tamil Nadu,https://www.jct.ac.in
C-18192,"jd college of engineering, khandala",Maharashtra,https://www.jdcoem.ac.in
C-74268,jeevandeep institute of technology and managment studies,Maharashtra,https://jsspcollegegoveli.in
C-16539,jeppiaar engineering college,Tamil Nadu,https://www.jeppiaarcollege.org
C-50925,jeppiaar institute of technology,Tamil Nadu,https://www.jeppiaarinstitute.org
C-16525,jerusalem college of engineering,Tamil Nadu,https://www.jerusalemengg.ac.in
C-75412,jhadeswar engineering college,Odisha,https://www.jec.edu.in
C-18650,"jhulelal institute of technology, lonara",Maharashtra,https://www.jitnagpur.edu.in
C-10772,jind institute of  engineering & technology,Haryana,https://www.jietjind.ac.in
C-6260,jis college of engineering 123,West Bengal,https://www.jiscollege.ac.in
C-25008,j.j. college of engineering and technology,Tamil Nadu,https://www.jjcet.ac.in
C-37096,j.k.k.nattraja college of engineering & technology,Tamil Nadu,http://engg.jkkn.ac.in
C-72278,"jms institute of technology, ghaziabad    ",Uttar Pradesh,https://www.jmsit.ac.in
C-1255,"jnana vikas institute of technology, bangalore",Karnataka,https://www.jvitedu.in
C-1384,"j n n college of engineering, shimoga",Karnataka,https://www.jnnce.ac.in
C-26928,"jntua college of engineering, anantapur",Andhra Pradesh,https://www.jntuacea.ac.in
C-55072,"jntua college of engineering, kalikiri",Andhra Pradesh,https://www.jntuacek.ac.in
C-26847,"jntua college of engineering, pulivendula",Andhra Pradesh,https://www.jntuacep.ac.in
C-17902,"jntu gv college of engineering,  vizianagaram",Andhra Pradesh,https://jntugvcev.edu.in
C-19913,jntuh college of engineering hyderabad,Telangana,https://www.jntuhceh.ac.in
C-19872,jntuh college of engineering jagityala,Telangana,https://www.jntuhcej.ac.in
C-19808,jntuh college of engineering manthani,Telangana,http://www.jntuhcem.ac.in
C-48148,jntuh college of engineering sultanpur,Telangana,https://www.jntuhces.ac.in
C-74334,jntuh university college of engineering mahabubabad,Telangana,https://www.jntuh.ac.in & https://ucemb.jntuh.ac.in/
C-73901,jntuh university college of engineering palair    ,Telangana,https://ucepl.jntuh.ac.in
C-73262,jntuh university college of engineering wanaprthy    ,Telangana,https://wanaparthy.telangana.gov.in/jntuh-university-college-of-engineering-wanaparthy/
C-25254,jodhpur institute of engineering & technology,Rajasthan,https://ww.jietjodhpur.ac.in
C-19540,joginpally b.r engineering college,Telangana,https://www.jbrec.edu.in
C-43638,"john cox memorial csi institute of technology, kanammoola, thiruvananthapuram",Kerala,https://www.jcmcsiit.ac.in
C-8406,jorhat engineering college p.o. jorhat-785007,Assam,https://www.jecassam.ac.in
C-27051,j.p.college of engineering,Tamil Nadu,https://www.jpcoe.ac.in
C-75847,j p college of engineering,Bihar,https://jpce.org.in
C-46191,"j.p.institute of engineering and technology, meerut",Uttar Pradesh,https://www.jpiet.in
C-76551,"jspm college of engineering,latur",Maharashtra,https://www.jspmcoe.in
C-42216,"jspms jayawantrao sawant college of engineering, handewadi road, hadapsar, pune 28.",Maharashtra,https://www.jspmjscoe.edu.in
C-8003,"jyothi engineering college, cheruthuruthy",Kerala,https://www.jecc.ac.in
C-19868,"jyothishmathi institute of technology & science, nusthulapur",Telangana,https://jits.ac.in
C-45308,"jyothy institute of technology, bangalore",Karnataka,https://www.jyothyit.ac.in
C-27400,"kakatiya institute of technology & science, yerragattu hillocks, bheemaram, hasanparthy, warangal",Telangana,https://www.kitsw.ac.in
C-61617,kakatiya university college of engineering and technology,Telangana,https://www.kucet.ac.in
C-18160,"kakinada institute of engineering & technology for women, yanam road, tallarevu(m), korangi, kakinada. pin-533461.  (cc-jn))",Andhra Pradesh,https://www.kietw.in
C-17972,"kakinada institute of engineering & technology - ii, yanam road, korangi, tallarevu mandal, pin-  533461(cc-6q)",Andhra Pradesh,https://www.kietgroup.com
C-17992,"kakinada institute of engineering & technology, kiet, korangi, yanam road, kakinada.pin-533461  (cc-b2)",Andhra Pradesh,https://www.kietgroup.com
C-18020,"kakinada institute of technology & science,tirupathi village, divilli, peddampuram (m), pin-533433  (cc-jq)",Andhra Pradesh,https://www.kitsdivili.ac.in
C-30105,"kalam institute of technology (kit), berhampur",Odisha,https://www.kit.edu.in
C-49268,"kalicharan nigam institute of technology,banda",Uttar Pradesh,https://www.kcnit.ac.in
C-46217,"kalka engineering college, partapur bypass road, meerut",Uttar Pradesh,https://www.kalkaeducationalsociety.org
C-17999,kallam haranadhareddy institute of technology,Andhra Pradesh,https://www.khitguntur.ac.in
C-1390,"kalpataru institute of technology, tiptur",Karnataka,https://www.kittiptur.ac.in
C-6287,kalyani government engineering college 102,West Bengal,https://kgec.ac.in / kgec.edu.in
C-19928,kamala institute of technology & science,Telangana,https://www.kitssingapuram.ac.in
C-27075,kamaraj college of engineering and technology,Tamil Nadu,https://www.kamarajengg.edu.in
C-47019,"kamla nehru institute of technology, sultanpur",Uttar Pradesh,https://www.knit.ac.in
C-37104,kangeyam institute of technology,Tamil Nadu,https://www.kitech.edu.in
C-52680,"kankeshwaridevi  institute of technology ,jamnagar 991",Gujarat,https://kits-edu.com/
C-46831,"kanpur institute of technology , kanpur",Uttar Pradesh,https://www.kit.ac.in/kit
C-1380,"karavali institute of technology, mangalore",Karnataka,https://www.karavaliinstituteoftechnology.com
C-11018,"karmaveer bhaurao patil  college of engineering, satara",Maharashtra,https://www.kbpcoes.edu.in
C-15755,"karmayogi institute of technology, tal.pandharpur, dist-solapur",Maharashtra,https://karmayogicollege.ac.in/
C-37044,karpagam college of engineering,Tamil Nadu,https://www.kce.ac.in
C-37035,karpagam institute of technology,Tamil Nadu,https://www.karpagamtech.ac.in
C-16599,karpaga vinayaga college of engineering and technology,Tamil Nadu,https://www.kveg.in
C-47036,"kashi institute of technology, varanasi",Uttar Pradesh,https://www.kashiit.ac.in
C-73199,"kashmir college of engineering and technology, ranbirgarh, narbal srinagar    ",Jammu and Kashmir,https://www.kcet.edu.in
C-19693,kasireddy narayan reddy college of engineering & research,Telangana,https://www.knrcer.ac.in
C-36988,kathir college of engineering,Tamil Nadu,https://www.kathir.ac.in
C-56063,katihar engineering college,Bihar,http://keck.ac.in/
C-18777,"kavi kulguru institute of technology and science,  ramtek",Maharashtra,https://www.kits.edu
C-19783,kbr engineering college,Telangana,https://www.kbrec.in
C-51710,"k.b.s.s, college of engineering and technology",Maharashtra,https://www.nmkcj.org.in
C-50941,kct college of engineering and technology,Punjab,https://www.kctgroups.com
C-1280,"k c t engineering college, gulbarga",Karnataka,https://www.kctengineering.edu.in
C-18630,"k. d. k. college of engineering, nagpur",Maharashtra,https://www.kdkce.edu.in
C-19711,keshav memorial college of engineering (kmce),Telangana,https://www.kmce.in
C-19946,keshav memorial institute of technology,Telangana,https://www.kmit.in
C-36989,kgisl institute of technology,Tamil Nadu,https://www.kgkite.ac.in
C-19579,k.g reddy college of engineering & technology,Telangana,https://www.kgr.ac.in
C-19701,khader memorial college of engineering & technology,Telangana,https://www.khadercollege.ac.in
C-25149,khandelwal vaish girls institute of technology,Rajasthan,https://www.kvgit.in
C-25038,kings college of engineering,Tamil Nadu,https://www.kingsengg.edu.in
C-16466,kings engineering college,Tamil Nadu,https://www.kingsedu.ac.in
C-16602,kingston engineering college,Tamil Nadu,https://www.engineering.kingston.ac.in
C-66613,kingston imperial institute of technology and sciences,Uttarakhand,https://www.kiits.in
C-46774,"kipm college of engineering and technology, gorakhpur",Uttar Pradesh,http://www.kipm.edu.in
C-16664,kirodimal institute of technology garh umaria raigarh.,Chhattisgarh,https://www.kitraigarh.com
C-46418,"kishan institute of engineering and technology, meerut",Uttar Pradesh,https://www.kitegroup.edu.in
C-37070,kit- kalaignar karunanidhi institute of technology,Tamil Nadu,https://www.kitcbe.com
C-18124,kits akshar institute of technology,Andhra Pradesh,https://www.gecg.in
C-48651,k j institute of engineering and technology-957,Gujarat,https://www.kjit.org
C-18118,"kkr&ksr institute of technology & sciences, vinjanampadu village (cc-jr)",Andhra Pradesh,https://www.kitsguntur.ac.in
C-50808,"k k wagh college of agricultural engineering and technology, panchvati nashik.",Maharashtra,https://www.agri-engg.kkwagh.edu.in
C-1252,"kle institute of technology, hubli",Karnataka,https://www.kleit.ac.in
C-1237,"kles college of engineering & technology, chikkodi",Karnataka,https://www.klecet.edu.in
C-26785,"k.l.n. college of engineering pottapalayam, sivagangai dist",Tamil Nadu,https://www.klnce.edu
C-19810,klr college of engineering & technology,Telangana,https://www.cet.klr.ac.in
C-1282,"kls vishwanatharao deshpande institute of technology, haliyal  dt: n.k.",Karnataka,https://www.klsvdit.edu.in
C-30051,"kmbb college of engineering and technology, bhubaneswar",Odisha,https://www.kmbb.in
C-7996,"kmct engineering college, manassery, mukkam",Kerala,https://www.kmctcoe.ac.in
C-8221,"kmct engineering college (women), mukkam",Kerala,https://www.kmctcew.ac.in
C-11571,"k.m.e.a engineering college, kuzhivelipady, edathala, aluva, ernakulam 683 561",Kerala,https://www.kmeacollege.ac.in
C-26880,"kmm institute of technology & science, tirupathi",Andhra Pradesh,https://www.kmmits.com
C-25243,knit-khatu naresh institute of technology,Rajasthan,https://www.mgecjaipur.com
C-37058,knowledge institute of technology,Tamil Nadu,http://www.kiot.ac.in
C-1276,"k n s institute of technology, bangalore",Karnataka,https://www.knsit.com
C-19681,kodada institute of technology &science for women,Telangana,https://www.kits.kodad.in
C-10996,"kolhapur institute of technology's college of engineering (autonomous),  gokul-shirgaon",Maharashtra,https://www.kitcoek.in
